sku,sku_name,proveedor,owner,leadtime,fecha_arribo,cantidad_a_comprar,moq,precio_unitario,mes_arribo
KINGCHEST5W,Comoda Cajonera de 5 Cajones Mueble Organizador Tela Madera ,INTLI5B7,Celia Russo,125,2025-10-30,0,0,21,10
FOLTA-180,Mesa Plegable 1.80 Mts Portatil Portafolio Eventos Jardin,INTLFZWY,Celia Russo,100,2025-09-30,0,0,12,9
BAMBYFLEX360,Autoasiento 360 Para Carro Con Sistema Seguridad Coche Bebes,INTLRZHC,Celia Russo,150,2025-11-30,163,0,36,11
BAMBYFLEX,Autoasiento Para Carro Silla de Bebe Seguridad 9m A 11 Años,INTLRZHC,Celia Russo,150,2025-11-30,108,0,19,11
RACKMU200-NEG,Alacena Rack Multiusos Puertas Repisas Cajones Cocina 201 Cm,INTLBR4SWO,Celia Russo,110,2025-10-30,227,0,79,10
KINGCHEST5W-1,Comoda Cajonera de 5 Cajones Tela Estructura Acero Madera,INTLI5B7,Celia Russo,125,2025-10-30,0,0,22,10
KHSOFABEDPLI,Sofa Cama Doble Sillon Plegable Individual Colchon,INTL8JW1,Flor Coronel,100,2025-09-30,192,0,30,9
KINGCHEST5GN,Comoda Cajonera de 5 Cajones Mueble Organizador Tela Madera ,INTLI5B7,Celia Russo,125,2025-10-30,0,0,20,10
KINGCHEST5BW,Comoda Cajonera de 5 Cajones Mueble Organizador Tela Madera ,INTLI5B7,Celia Russo,125,2025-10-30,0,0,21,10
KHSO113,Silla de Escritorio Ejecutiva Ergonomica Ajustable Negro,INTLH5Q5,Celia Russo,125,2025-10-30,475,0,13,10
CHEST-L5V-BEI,Comoda Cajonera 5 Cajones Mueble Organizador de Tela Madera ,INTLI5B7,Celia Russo,125,2025-10-30,0,0,20,10
TOPDREAM4K,Colchoneta Cubre Colchon Topper 5cm King Size,INTL8JW1,Flor Coronel,100,2025-09-30,41,0,27,9
KINGCHEST5BWB,Comoda Cajonera de 5 Cajones Mueble Organizador Tela Madera ,INTLI5B7,Celia Russo,125,2025-10-30,0,0,21,10
KINGBISTRO3LG,JUEGO DE 3 PIEZAS PARA JARDIN MESA + SILLAS,INTL8AEL,Celia Russo,125,2025-10-30,45,0,21,10
KINGSFUMI42,Fumigadora a Gasolina Aspersora 14L 2.8HP Liquidos Polvos 2T,INTLCQNR,Fer,125,2025-10-30,0,0,48,10
B1277-SZ,Combo Escritorio + Estante 3 Niveles + Estante Casa Oficina,INBTLBRMBZ1,Celia Russo,110,2025-10-30,640,0,FALTA INFO,10
KHMESHB,Silla de Escritorio Ergonomica Negra Tapizado Mesh Oficina,INTLH5Q5,Celia Russo,125,2025-10-30,"1,087",0,9,10
KINGSHELF5B,Rack anaquel metálico estante 5 niveles Kingsman,INTLFZWY,Fer,100,2025-09-30,0,0,10,9
RUMG20,"Maleta Rígida ABS Rumbo 20""",INTLUQXH,Flor Coronel,90,2025-09-30,0,0,8,9
KMMC36,"Cama para mecanico 36"" KINGSMAN",INTL2VQ1,Fer,110,2025-10-30,0,0,7,10
RUM20,"Maleta Rígida ABS Rumbo 20""",INTLUQXH,Flor Coronel,90,2025-09-30,548,0,8,9
BAMBYBOOSTGN,Asiento Elevador Coche Para Bebe Booster Carro Cojin Silla,INTLRZHC,Celia Russo,150,2025-11-30,74,0,4,11
KINGSDEMO52,Martillo Demoledor Rompedor De Concreto A Gasolina 52CC 3HP,INTLCQNR,Fer,125,2025-10-30,5,0,111,10
BAMBYHSEAT7B,"SILLA PERIQUERA ALTA BEBE 3 EN 1, 7 Blanco",INTL5WA9,Celia Russo,100,2025-09-30,0,0,9,9
KMMC40,"Cama para mecanico 40"" KINGSMAN",INTL2VQ1,Fer,110,2025-10-30,0,0,8,10
KINGCHEST5-2,Comoda Cajonera con 5 Cajones de Tela Rack Perchero Closet ,INTLI5B7,Celia Russo,125,2025-10-30,0,0,24,10
RACKMU6-BLA,Mueble Rack Cocina Multiuso Alacena 6 Repisas Madera Estante,INTLBR4SWO,Celia Russo,110,2025-10-30,42,0,46,10
RACKTA-BLA,Mueble Organizador Rack 2 Puertas Planchado Ropa Tabla 86 Cm,INTLBR4SWO,Celia Russo,110,2025-10-30,85,0,28,10
KHA8PB,Alacena Organizador Rack Multiuso Gabinete Mueble De Cocina,INBTLBRMBZ1,Celia Russo,110,2025-10-30,146,0,69,10
B1274-SZ,Combo Escritorio + Estante 3 Niveles + Estante Casa Oficina,INBTLBRMBZ1,Celia Russo,110,2025-10-30,129,0,FALTA INFO,10
KMUTC3,Carro de servicio de 3 niveles KINGSMAN,INTL2VQ1,Fer,110,2025-10-30,0,0,15,10
KINGSHOGA52,Motoperforadora Ahoyadora A Gasolina Motor 2 Tiempos 52CC 2.5HP ,INTLCQNR,Fer,125,2025-10-30,37,0,49,10
BAMBYBOOST,Asiento Elevador Coche Para Bebe Booster Carro Cojin Silla,INTLRZHC,Celia Russo,150,2025-11-30,177,0,4,11
BAMBYBOOSTG,Asiento Elevador Coche Para Bebe Booster Carro Cojin Silla,INTLRZHC,Celia Russo,150,2025-11-30,74,0,4,11
KHA8PNC,Alacena Organizador Rack Multiuso Gabinete Mueble De Cocina,INBTLBRMBZ1,Celia Russo,110,2025-10-30,175,0,69,10
KINGSOPL43,Sopladora De Aire Motor A Gasolina 2 Tiempos 43CC 2HP Tipo Mochi,INTLCQNR,Fer,125,2025-10-30,0,0,43,10
FLR30Y,Ventilador De Piso Industrial 30 Pulgadas Aluminio Amarillo King,INTL39N1,Fer,110,2025-10-30,144,0,39,10
FLR24Y,Ventilador De Piso Industrial 24 Pulgadas Aluminio Amarillo King,INTL39N1,Fer,110,2025-10-30,76,0,32,10
RUMGR30,Juego 3 Maletas De Viaje Rigidas Ruedas 360 Bolsas De Viaje,INTLUQXH,Flor Coronel,90,2025-09-30,92,0,FALTA INFO,9
RUMOR30,Juego 3 Maletas De Viaje Rigidas Ruedas 360 Bolsas De Viaje,INTLUQXH,Flor Coronel,90,2025-09-30,92,0,FALTA INFO,9
SPRINGSINGLE16,Colchon 16cm resortes INDIVIDUAL ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,149,0,26,9
SPRINGDUO16,Colchon 16cm resortes MATRIMONIAL ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,86,0,33,9
KINGSHELF5,Rack anaquel metálico estante 5 niveles Kingsman,INTLFZWY,Fer,100,2025-09-30,0,0,8,9
KINGCHEST5-1BW,Comoda Cajonera 5 Cajones Mueble Organizador de Tela Madera ,INTLI5B7,Celia Russo,125,2025-10-30,0,0,20,10
SOLOSPRING,Colchon 30cm resortes pocket coil Individual Spring Series Color,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,69,9
KINGSPRING,Colchon 30cm resortes pocket coil King Spring Series ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,120,9
DUOSPRING,Colchon 30cm resortes pocket coil Matrimonial Spring Series Colo,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,89,9
KINGSPRING20,Colchon 20cm resortes pocket coil King Spring Series ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,85,9
DUOSPRING20,Colchon 20cm resortes pocket coil Matrimonial Spring Series Colo,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,60,9
QUEENSPRING,Colchon 30cm resortes pocket coil Queen Spring Series ColorDream,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,94,9
QUEENSPRING20,Colchon 20cm resortes pocket coil Queen Spring Series ColorDream,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,67,9
RACKMU6-NEG,Mueble Rack Cocina Multiuso Alacena 6 Repisas Madera Estante,INTLBR4SWO,Celia Russo,110,2025-10-30,104,0,46,10
SOLOSPRING20,Colchon 20cm resortes pocket coil Individual Spring Series Color,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,47,9
KH4PLMC,Sala rattan para exterior con almohadones cushion 4pz (2cajas),INTL8AEL,Celia Russo,125,2025-10-30,89,0,189,10
KH3PLNC,Sala rattan para exterior con almohadones cushion 3pz,INTL8AEL,Celia Russo,125,2025-10-30,27,0,144,10
KH4PLBC,Sala para exterior acero con almohadones cushion 4pz (2cajas),INTL8AEL,Celia Russo,125,2025-10-30,279,0,95,10
SBCLOUD2G,Sofa cama sillon colchon plegable Matrimonial ColorDreams,INTLSGDY4B,Flor Coronel,90,2025-09-30,0,0,68,9
SBCLOUD2B,Sofa cama sillon colchon plegable Matrimonial ColorDreams,INTLSGDY4B,Flor Coronel,90,2025-09-30,0,0,68,9
SBCLOUDG,Sofa cama sillon colchon plegable Individual ColorDreams,INTLSGDY4B,Flor Coronel,90,2025-09-30,0,0,50,9
SBCLOUDB,Sofa cama sillon colchon plegable Individual ColorDreams,INTLSGDY4B,Flor Coronel,90,2025-09-30,0,0,50,9
CLOUDSINGLE15,Colchon 15cm de espuma INDIVIDUAL ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,399,0,26,9
CLOUDUO15,Colchon 15cm de espuma MATRIMONIAL ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,399,0,33,9
EBIKE350-B,Bicicleta Eléctrica con canastilla delantera batería 350W,INTLGM22,Vanina Paolillo,110,2025-10-30,0,0,129,10
EBIKE500-VN,Bicicleta Eléctrica con canastilla delantera batería 500W,INTLGM22,Vanina Paolillo,110,2025-10-30,0,0,186,10
EBIKE500-GN,Bicicleta Eléctrica con canastilla delantera batería 500W,INTLGM22,Vanina Paolillo,110,2025-10-30,0,0,186,10
EBIKE800-G,Bicicleta Moto Eléctrica con caja trasera batería 800W,INTLGM22,Vanina Paolillo,110,2025-10-30,0,0,303,10
PRESSBE-7,Ejercitador Aparato Banco Multifuncional Abdomen Brazos 6en1,INTL1WAF,Vanina Paolillo,100,2025-09-30,192,0,FALTA INFO,9
VOLTFRI50,Congelador horizontal blanco 50L Voltio,INTLOA4B,Fer,110,2025-10-30,0,0,46,10
VOLTFRI90,Congelador horizontal blanco 90L Voltio,INTLOA4B,Fer,110,2025-10-30,240,0,64,10
KING3000,Hidrolavadora,INTLZ708,Fer,110,2025-10-30,656,0,73,10
HIDROKING1500,Hidrolavadora,INTLZ708,Fer,110,2025-10-30,226,0,25,10
SGXMASL180G,ARBOL PINO DE NAVIDAD DECORATIVO PREILUMINADO 180 CM,INTLJ71Z,Celia Russo,125,2025-10-30,0,0,18,10
SGXMASL210G,ARBOL PINO DE NAVIDAD DECORATIVO PREILUMINADO 210 CM,INTLJ71Z,Celia Russo,125,2025-10-30,0,0,28,10
FVT26,Ventilador Pedestal Industrial 26 Pulgadas De Pie Kingsman,INTL39N1,Fer,110,2025-10-30,359,0,31,10
SGXMASF180G,ARBOL PINO DE NAVIDAD DECORATIVO FIBRA OPTICA 180 CM,INTLJ71Z,Celia Russo,125,2025-10-30,0,0,33,10
SGXMAS210,Arbol De Navidad 210 Cm Artificial Pino Navideño Adornos,INTLJ71Z,Celia Russo,125,2025-10-30,0,0,9,10
XTRAIL-3W,Bicicleta De Montaña R26 Freno Disco Shimano 21 Vel Aluminio,INTLUQXH,Vanina Paolillo,90,2025-09-30,0,0,FALTA INFO,9
TWR14,Ventilador de torre 16 pulgadas compacto silencioso Voltio,INTLUQXH,Fer,90,2025-09-30,0,0,8,9
TOPPER4KL,Topper 5cm 5 zonas KING LAVANDA ColorDreams,INTLUQXH,Flor Coronel,90,2025-09-30,0,0,FALTA INFO,9
TOPPER3QL,Topper 5cm 5 zonas QUEEN LAVANDA ColorDreams,INTLUQXH,Flor Coronel,90,2025-09-30,0,0,FALTA INFO,9
TOPPER2ML,Topper 5cm 5 zonas MATRIMONIAL LAVANDA ColorDreams,INTLUQXH,Flor Coronel,90,2025-09-30,0,0,FALTA INFO,9
TOPPER1IL,Topper 5cm 5 zonas INDIVIDUAL LAVANDA ColorDreams,INTLUQXH,Flor Coronel,90,2025-09-30,0,0,FALTA INFO,9
TOPDREAM3Q,Topper 5cm memory foam QUEEN TOPDREAM3Q COLORDREAMS,INTLUQXH,Flor Coronel,90,2025-09-30,0,0,FALTA INFO,9
KMT3T,Torre 3 toneladas KINGSMAN,INTL39N1,Fer,110,2025-10-30,0,0,7,10
KINGSINGLE2,Base Cama Individual KingsHouse Box Desmontable,INTLZ708,Celia Russo,110,2025-10-30,0,0,26,10
KINGSINGLE1,Base Cama Individual KingsHouse Box Desmontable,INTLZ708,Celia Russo,110,2025-10-30,0,0,26,10
KINGSHELF4,Rack anaquel plastico estante 4 niveles Kingsman,INTLZ708,Celia Russo,110,2025-10-30,0,0,FALTA INFO,10
KINGSHELF3,Rack anaquel plastico estante 3 niveles Kingsman,INTLZ708,Celia Russo,110,2025-10-30,0,0,FALTA INFO,10
KINGDESBRO,Desbrozadora KINGDESBRO Kingsman,INTLZ708,Fer,110,2025-10-30,0,0,FALTA INFO,10
KINGCHEST4BWB,Comoda Cajonera de 4 Cajones Mueble Organizador Tela Madera ,INTLZ708,Celia Russo,110,2025-10-30,0,0,FALTA INFO,10
KINGCHEST4BW,Comoda Cajonera de 4 Cajones Mueble Organizador Tela Madera ,INTLZ708,Celia Russo,110,2025-10-30,0,0,FALTA INFO,10
KINGBUNK1,Litera Doble Individual Base Cama Con Estante KingsHouse,INTL8JW1,Celia Russo,100,2025-09-30,0,0,90,9
KHLOUNGERBG,CAMASTRO ESTRUCTURA METALICA Y ASIENTO DE TEXTILENO,INTL8JW1,Celia Russo,100,2025-09-30,0,0,FALTA INFO,9
KHCESP12SG,Colchón Colchoneta Individual En Caja 80x190 Espuma Memory,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,FALTA INFO,9
KHCESP12MG,Colchón Colchoneta Matrimonial En Caja Espuma Memory Foam,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,FALTA INFO,9
KHCESP12IG,Colchoneta Colchón Individual Caja 8cm Memory Foam Espuma,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,FALTA INFO,9
78649-SZ,Armario Closet Moderno Espejo 3 Puertas Doble Vista 2cajones,INTL8JW1,Celia Russo,100,2025-09-30,0,0,FALTA INFO,9
71245-SZ,Ropero Con Espejo 8 Puertas 2 Cajones Internos Color IPE / Vaini,INTL8JW1,Celia Russo,100,2025-09-30,0,0,FALTA INFO,9
71240-SZ,Armario Closet Moderno Con Espejo 3 Puertas 2 Cajones Blanco,INTL8JW1,Celia Russo,100,2025-09-30,0,0,FALTA INFO,9
300466,Mueble Zapatero 5 Niveles Rack Organizador Zapatos Estante,INTL8JW1,Celia Russo,100,2025-09-30,0,0,FALTA INFO,9
300465,Mueble Zapatero 5 Niveles Rack Organizador Zapatos Estante,INTL8JW1,Celia Russo,100,2025-09-30,0,0,FALTA INFO,9
XMASTREE180P-NEV,,INTLJ71Z,Celia Russo,130,2025-10-30,0,0,15,10
XMASTREE210-NEV,,INTLJ71Z,Celia Russo,130,2025-10-30,0,0,19,10
